Désignation article;Désignation famille;Désignation sous famille;Article;Prix VENTE;Stock en UV;Code TVA
RAUCH NECTAR ABRICOT 20VP     	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6876	0.6966399848461	394	3
RAUCH ACE 20VP                	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6878	0.7357097581565	1154	3
RAUCH ANANAS 20VP             	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6879	0.95	2257	3
RAUCH FRAISE 20VP             	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6880	0.8187	1008	3
RAUCH MANGUE 20VP             	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6881	0.7187	6	3
RAUCH POIRE 20VP              	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6884	0.7172	449	3
RAUCH POMME 20VP              	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6885	0.7614000141621	2663	3
RAUCH TOMATE 20VP             	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6886	0.6634914085507	648	3
BIB 5L ISATIS ROSE            	VINS                          	COTES DU TARN                 	6887	14.625	3	2
MATERIELS DE MANUTENTION      	MATERIELS                     	MATERIELS                     	6890	495.3	6	6
GARAGE INOX OCATA BLUE 30L    	BIERES                        	BIERE FUT 30L                 	6898	3.95	1710	2
BASQ LAIA FARMHOUSE ALE 75VP  	BIERES                        	BIERE 75VP                    	6903	6.327684288025	8	2
MT SALEVE TZARINE 20L K       	BIERES                        	BIERE FUT 20L                 	6933	5.051149940491	20	2
IPA RATZ 75VP                 	BIERES                        	BIERE 75VP                    	6938	3.310636153221	64	2
CRUJI EN FETE                 	COMPTOIR TERRASSE             	PLANCHES                      	6958	7.727348026896	0	4
PUR JUS ORANGE BIO 25VP X15   	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6959	1.646449995041	-15	3
PUR JUS POMME BIO 25VP X15    	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6960	1.491750049591	0	3
PUR JUS ANANAS BIO 25VP X15   	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6961	1.425580072403	14	3
PUR JUS TOMATE BIO 25VP       	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6965	1.491750049591	0	3
TONIC BIO VITAMONT 75VP X6    	SOFTS                         	BOISSONS SUCREES VP           	6967	2.635	0	3
GINGER BIO VITAMONT 75VP      	SOFTS                         	BOISSONS SUCREES VP           	6968	2.635	0	3
VERRE GARAGE                  	ARTICLES DIVERS               	VERRERIE                      	6990	1.875	120	2
LA SUPERBE BLONDE 33VP        	BIERES                        	BIERE 20/25/33/35CL VP        	7000	1.605360031128	61	2
VERRE ROTHAUS 50CL            	ARTICLES DIVERS               	VERRERIE                      	7005	2	7	2
VERRE CONIL 28CL              	ARTICLES DIVERS               	VERRERIE                      	7006	1.25	0	2
VERRE CONIL 56CL              	ARTICLES DIVERS               	VERRERIE                      	7007	1.431249976158	0	2
VERRE JEAN PRIMUS 25CL        	ARTICLES DIVERS               	VERRERIE                      	7012	1.25	120	2
VERRE SUPER 8 25CL            	ARTICLES DIVERS               	VERRERIE                      	7013	1.25	360	2
VERRE SUPER 8 50CL            	ARTICLES DIVERS               	VERRERIE                      	7014	2	270	2
SIROP FRAISE GIFFARD 100CL    	SIROP                         	SIROP                         	7017	5.36	17	3
SIROP ANIS GIFFARD 100CL      	SIROP                         	SIROP                         	7018	4.73	4	3
SIROP PECHE GIFFARD 100CL     	SIROP                         	SIROP                         	7019	5.386500012875	118	3
SIROP CARAMEL GIFFARD 100CL   	SIROP                         	SIROP                         	7020	5.822955179215	11	3
SIROP CERISE GIFFARD 100CL    	SIROP                         	SIROP                         	7021	5.85	9	3
SIROP CASSIS GIFFARD 100CL    	SIROP                         	SIROP                         	7022	6.038954973221	6	3
SIROP CITRON GIFFARD 100CL    	SIROP                         	SIROP                         	7023	4.70650498867	103	3
SIROP GRENADINE GIFFARD 100CL 	SIROP                         	SIROP                         	7024	4.309469926357	117	3
SIROP MENTHE GIFFARD 100CL    	SIROP                         	SIROP                         	7025	4.308794975281	43	3
SIROP BUBBLE GUM GIFFARD 100CL	SIROP                         	SIROP                         	7026	5.5	6	3
LIQUEUR ANANAS CARAIBES 70CL  	ALCOOL                        	LIQUEURS CREMES               	7028	15.1	5	2
TERRE FAUVE SOUR BADIANE 33VP 	BIERES                        	BIERE 20/25/33/35CL VP        	7029	2.32663192749	48	2
T FAUVE LA MOUSSE TACHE 33VP  	BIERES                        	BIERE 20/25/33/35CL VP        	7032	2.529252033234	12	2
TERRE FAUVE HARRY PORTER 75VP 	BIERES                        	BIERE 75VP                    	7037	6.323723945618	22	2
APEROL SPRITZ 100CL           	ALCOOL                        	LIQUEURS CREMES               	7038	14.125	12	2
JAFFELIN HTES COTES BEAUNE 75C	VINS                          	BOURGOGNE ROUGE               	7039	17.59758014679	0	2
JAFFELIN POMMARD RGE 2019 75CL	VINS                          	SAINT ESTEPHE                 	7041	33.84758014679	6	2
JAFFELIN SAVIGNY BEAUNES 75CL 	VINS                          	BOURGOGNE ROUGE               	7042	20.19758014679	5	2
JAFFELIN NUITS ST GEORGES 75CL	VINS                          	BOURGOGNE ROUGE               	7043	31.89758014679	10	2
JAFFELIN GEVREY CHAMBERTIN 75C	VINS                          	BOURGOGNE ROUGE               	7044	37.74758014679	18	2
CHAT HAUT MADRAC ROUGE 75CL   	VINS                          	HAUT MEDOC                    	7045	11.29491004944	48	2
JAFFELIN POUILLY FUISSE 75CL  	VINS                          	BOURGOGNE BLANC               	7046	18.89758014679	0	2
CHAT BATAILLEY GD CRU 75CL    	VINS                          	PAUILLAC                      	7047	44.80657806397	22	2
PATE BIERE TRAPPISTE 180G     	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7049	4.407422262263	0	3
PATE ST BERNARDUS 180G        	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7050	4.407422262263	0	3
RILLETTES DE PORC 180G        	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7051	4.4074	0	3
LINDEMANS PECHERESSE 25VC     	BIERES                        	BIERE 25CL VC                 	7061	1.511439967156	13	2
CARAIBOS COCKTAIL MOJITO 100VP	SOFTS                         	BOISSONS SUCREES VP           	7075	3.998279881477	22	3
CARAIBOS NECTAR PLANTEUR 100VP	SOFTS                         	BOISSONS SUCREES VP           	7076	4.355780005455	6	3
CRAK PROSECCO BRUT NATURE 75VP	VINS                          	VIN MOUSSEUX DE QUALITE       	7082	8.9	0	2
CRAK PROSECCO BRUT 75VP       	VINS CAVE UNIQUEMENT          	VIN MOUSSEUX DE QUALITE       	7083	8.25	6	2
VALS EAU PETILLANTE 33VP      	EAUX                          	EAUX VC/VP                    	7085	0.75	-518	3
VALS EAU PETILLANTE 75VP      	EAUX                          	EAUX VC/VP                    	7086	0.9	1241	3
CRISTALINE JUS PECHE 50CL PET 	EAUX                          	EAUX VC/VP                    	7088	0.642464992404	0	3
VALS EAU PETILLANTE 125PET    	EAUX                          	EAUX PET                      	7089	0.55	0	3
NAPPE PAPIER BLANCHE 20X1.20M 	ARTICLES DIVERS               	JETABLES                      	7091	12.37491030693	19	2
IPA RATZ 33VP                 	BIERES                        	BIERE 20/25/33/35CL VP        	7092	1.55583999157	49	2
LINDEMANS FRAMBOISE 1°1 25VC  	BIERES                        	BIERE 25CL VC                 	7094	1.577310037613	297	2
VERRE BRIQUE HOUSE 25CL       	ARTICLES DIVERS               	VERRERIE                      	7116	1.875	0	2
VERRE BRIQUE HOUSE 50CL       	ARTICLES DIVERS               	VERRERIE                      	7117	2.374999970198	0	2
SERVIETTES 2 PLIS BLANCHE X50 	ARTICLES DIVERS               	JETABLES                      	7119	3.438499975205	7	2
FRIELS VINTAGE CIDER 30L      	CIDERS                        	CIDER FUT                     	7136	3.919774949551	0	2
VERRE PERONI 50CL             	ARTICLES DIVERS               	VERRERIE                      	7138	1.5	540	2
VERRE COPERES 50CL            	ARTICLES DIVERS               	VERRERIE                      	7139	1.5	120	2
VERRE ASAHI 25CL              	ARTICLES DIVERS               	VERRERIE                      	7140	1.5	240	2
VERRE ASAHI 50CL              	ARTICLES DIVERS               	VERRERIE                      	7141	1.5	60	2
VERRE MEANTIME JUBILEE 50CL   	ARTICLES DIVERS               	VERRERIE                      	7142	1.5	120	2
BALEA GETARIA BIO SS ALC 33VP 	BIERES                        	BIERES                        	7149	1.966800012589	0	2
CRUJICOQUES CRUJIFROM 205G X12	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7154	7.175999975205	50	3
NIK GOSE BANANAS DE LUXE 33BTE	BIERES                        	BIERE 33/44/50 CL CANETTE     	7160	4.256280112267	204	2
DUCKPOND NAZARE 33BTE         	BIERES                        	BIERE 33/44/50 CL CANETTE     	7165	4.025604028702	16	2
HAPPY DAY FRAISE 100CL BRIQUE 	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7169	2.084669923782	117	3
HAPPY DAY FRUIT PASSION 100CL 	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7170	2.398819602919	0	3
HAPPY DAY GOYAVE 100CL BRIQUE 	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7171	1.919969952107	139	3
RAUCH ORANGE PULPE 20VP       	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	7175	0.84	1723	3
VERRE RAUCH 20CL              	ARTICLES DIVERS               	VERRERIE                      	7177	1.8	72	2
CARTE DES BOISSONS RAUCH      	ARTICLES DIVERS               	ART. PUB.                     	7178	3.6	1020	2
PLATEAU RAUCH PLASTIQUE NOIR  	ARTICLES DIVERS               	ART. PUB.                     	7179	4.8	240	2
STYLO RAUCH                   	ARTICLES DIVERS               	ART. PUB.                     	7180	1.8	600	2
PORTE CLE JAUNE RAUCH         	ARTICLES DIVERS               	ART. PUB.                     	7181	1.2	300	2
VITRINE REFRIGEREE RAUCH GF   	MATERIELS                     	MATERIEL VENTE                	7182	958.8	2	6
POIGNEE OU ROBINET L2PI       	MATERIELS                     	MATERIEL VENTE                	7190	5	2	2
SIROP ORGEAT GIFFARD 100CL    	SIROP                         	SIROP                         	7191	4.954500102997	6	3
VERRE STAR CUP 25CL X6        	ARTICLES DIVERS               	VERRERIE                      	7193	1.604125052691	114	2
SOUS BOCKS KROMBACHER X480    	ARTICLES DIVERS               	ART. PUB.                     	7194	7.875000238419	0	2
PARASOL PREMIUM 2M KROMBACHER 	MATERIELS                     	MATERIEL VENTE                	7195	30.45000076294	8	2
PIED DE PARASOL KROMBACHER    	MATERIELS                     	MATERIEL VENTE                	7196	28.75	4	2
TABLE BEER PONG KROMBACHER    	MATERIELS                     	MATERIEL VENTE                	7197	140	0	2
LUPULUS HOPERA 33VC           	BIERES                        	BIERE 33CL VC                 	7198	1.786835062504	304	2
LUPULUS BLANCHE 33VC          	BIERES                        	BIERE 33CL VC                 	7199	1.545048079491	199	2
VERRE RATZ 50CL               	ARTICLES DIVERS               	VERRERIE                      	7200	2.27999997139	1332	2
FUET NOISETTES 100G A EMPORTER	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7201	1.61	43	3
FUET SANGLIER 100G A EMPORTER 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7202	1.61	42	3
SALCHICHON EXTRA PAYSAN 300G  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7203	5.049000012875	0	3
SALCHICHON EXTRA P 300G S/PLAC	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7204	7.347999811173	0	4
GIN AMRUT NILGIRIS 70CL       	ALCOOL                        	GIN                           	7217	22	5	2
STE CRU CHERRY MECANIQUE 33VP 	BIERES                        	BIERE 20/25/33/35CL VP        	7219	2.010161979199	18	2
MACH A GLACONS CREUX 25KG/24H 	MATERIELS                     	MATERIELS                     	7233	1890	0	2
LA MUETTE MUSSE BOCAGE 33VP   	BIERES                        	BIERE 20/25/33/35CL VP        	7252	1.884564056397	0	2
LA MUETTE MUSSE IPA 33VP      	BIERES                        	BIERE 20/25/33/35CL VP        	7253	2.164799981117	72	2
RAUCH ANANAS COCO S/PLACE 20CL	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	7263	2	0	4
CRODINO 17.5CL X24            	SOFTS                         	BOISSONS SUCREES VP           	7264	1.183000034094	96	3
RAUCH POMME S/PLACE 20CL      	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	7267	2	0	4
VERRE CRODINO 43CL            	ARTICLES DIVERS               	VERRERIE                      	7272	2.27999997139	48	2
VERRE APEROL SPRITZ 45CL      	ARTICLES DIVERS               	VERRERIE                      	7273	2.27999997139	150	2
VERRE CAMPARI SPRTIZ 58CL     	ARTICLES DIVERS               	VERRERIE                      	7274	2.27999997139	36	2
PARASOL KROMBACHER 400/8      	MATERIELS                     	MATERIEL VENTE                	7276	456.5000152588	4	2
SPUNKY FRAMBOISE PECHE 25BTE  	EAUX                          	EAUX BOITE AROMATISEES        	7289	1.560000061989	217	3
M SALEVE SOUR GINGEMBRE 75CL  	BIERES                        	BIERE 75VP                    	7312	5.029332103729	4	2
MT SALEVE NOUVEAUX MONDES 75CL	BIERES                        	BIERE 75VP                    	7313	4.818000125885	2	2
MONT SALEVE MADEMOISELLE 75VP 	BIERES                        	BIERE 75VP                    	7314	4.748831014633	-1	2
ASAHI SUPER DRY 5° 16L        	BIERES                        	BIERE FUT 16L/19,5L           	7335	3.55	528	2
IPA EFFET PAPILLON 30L INOX   	BIERES                        	BIERE FUT 30L                 	7337	3.85	330	2
VERRE EFFET PAP 25/33CL       	ARTICLES DIVERS               	VERRERIE                      	7351	2.304500031471	0	2
VERRE EFFET PAP 50CL          	ARTICLES DIVERS               	VERRERIE                      	7352	2.854500031471	0	2
SOUS BOCKS X1000  PDTS ASAHI  	ARTICLES DIVERS               	ART. PUB.                     	7353	14.4	15	2
VERRE ST STEFANUS 25CL        	ARTICLES DIVERS               	VERRERIE                      	7354	1.6	48	2
VERRE ST STEFANUS 50CL        	ARTICLES DIVERS               	VERRERIE                      	7355	1.6	60	2
VERRE MEANTIME 25CL           	ARTICLES DIVERS               	VERRERIE                      	7356	1.67999997139	150	2
VERRE MEANTIME 50CL           	ARTICLES DIVERS               	VERRERIE                      	7357	2.15999994278	60	2
MUSCAT RIVESALTES DLT 75CL    	VINS                          	MUSCAT                        	7358	6.1	28	2
ROSE OF THE TIGER 75CL        	VINS                          	COMTE TOLOSAN                 	7361	5.129999935627	42	2
GAMAY SANS MA GRIFFE 75CL     	VINS                          	COMTE TOLOSAN                 	7362	9.180000257492	0	2
BYAKKO BLANC DE NOIR 75CL     	VINS                          	COMTE TOLOSAN                 	7363	10.8	18	2
FUET AIL 100G A EMPORTER      	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7379	1.61	0	3
FUET BASILIC 100G A EMPORTER  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7381	1.61	0	3
TAPIS DE BAR KROMBACHER       	ARTICLES DIVERS               	ART. PUB.                     	7383	7.875000238419	-1	2
KIRSCH GUIGNOLET 100CL        	ALCOOL                        	LIQUEURS CREMES               	7400	7.925000190735	0	2
HAPPY DAY CRANBERRY 100CL     	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7401	2.304150044918	358	3
HAPPY DAY TOMATE 100CL BRIQUE 	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7402	1.820560026169	0	3
RATZ TRIPLE 8°5 30L           	BIERES                        	BIERE FUT 30L                 	7403	3.18	420	2
TABLE DISPLAY HAPPY DAY       	ARTICLES DIVERS               	ART. PUB.                     	7405	3	60	2
CASQUETTE VIP                 	ARTICLES DIVERS               	ART. PUB.                     	7406	18	120	2
POLO NOIR XL HOMME            	ARTICLES DIVERS               	ART. PUB.                     	7407	18	60	2
BEACH BAG HAPPY DAY           	ARTICLES DIVERS               	ART. PUB.                     	7408	9.6	6	2
BOTTLE BOB RAUCH              	ARTICLES DIVERS               	ART. PUB.                     	7409	9.6	150	2
PARASOL RAUCH                 	ARTICLES DIVERS               	ART. PUB.                     	7410	26	0	2
RAUCH RAISIN ROUGE 20VP       	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	7413	0.6145199820399	0	3
CUVEE DES TROLLS 33VC         	BIERES                        	BIERE 33CL VC                 	7420	1.338785040379	542	2
LE DETOUR HOPSTAND 75VP X12   	BIERES                        	BIERE 75VP                    	7423	4.31	61	2
LE DETOUR DARK PEATED 33VP    	BIERES                        	BIERE 20/25/33/35CL VP        	7424	2.158067965508	11	2
LE DETOUR HOPSTAND 33VP       	BIERES                        	BIERE 20/25/33/35CL VP        	7425	2.120844082832	0	2
LE DETOUR MANGO 33VP          	BIERES                        	BIERE 20/25/33/35CL VP        	7426	2.159123983383	87	2
LE DETOUR PASSION FRUIT 33VP  	BIERES                        	BIERE 20/25/33/35CL VP        	7427	2.193179969788	118	2
LE DETOUR MANGO 75VP X6       	BIERES                        	BIERE 75VP                    	7428	4.508328037262	23	2
LE DETOUR MANGO 30L INOX      	BIERES                        	BIERE FUT 30L                 	7430	4.38	30	2
LE DETOUR HOPSTAND 30L INOX   	BIERES                        	BIERE FUT 30L                 	7431	4	0	2
PAPIER MOUSSELINE BDX UNITE   	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7434	0.1250009934157	480	2
COFF NEW YORK CARTON 1 BLLE   	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7435	1.302000010014	45	2
COFF NEW YORK CARTON 2 BLLES  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7436	2.755999851227	0	2
COFF NEW YORK CARTON 3 BLLES  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7437	3.211000037193	0	2
CRACHOIR MINI BACCHUS         	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7438	8.190000247955	0	2
SAC ESPRIT ECO PAPIER KRAFT   	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7439	0.5459999829531	100	2
DEB DEMI MONDAINE RHUM 33CL   	BIERES                        	BIERE 20/25/33/35CL VP        	7444	4.224000062943	2	2
CALEYA TOO YOUNG TOO DIE 44BTE	BIERES                        	BIERE 33/44/50 CL CANETTE     	7454	3.054083948135	0	2
FEVER TREE TONIC WATER 50CL VP	SOFTS                         	BOISSONS SUCREES VP           	7458	2.778633878231	122	3
TENUTA BEMBO X CRAK 33CL      	BIERES                        	BIERE 33/44/50 CL CANETTE     	7463	2.322999978066	0	2
DEBAUCHE CINDY BUNNY 30L INOX 	BIERES                        	BIERE FUT 30L                 	7487	3.955908050537	30	2
DEBAUCHE DOUBLE BELGE 30L INOX	BIERES                        	BIERE FUT 30L                 	7488	3.67	180	2
PIGGY BROWN FOX 30L K         	BIERES                        	BIERE FUT 30L                 	7498	4.45	60	2
VERRE PIGGY                   	ARTICLES DIVERS               	VERRERIE                      	7500	1.65	72	2
SOUS BOCKS PIGGY              	ARTICLES DIVERS               	ART. PUB.                     	7501	5.5	3	2
CHIPS DE SARRAZIN 120G        	ARTICLES DIVERS               	BISCUITS - CHOCOLATS - CHIPS  	7505	3.077999961376	7	3
CHIPS PESTO 125G              	ARTICLES DIVERS               	BISCUITS - CHOCOLATS - CHIPS  	7506	2.011500012875	32	3
CHIPS ROQUEFORT 100G          	ARTICLES DIVERS               	BISCUITS - CHOCOLATS - CHIPS  	7507	2.061499936581	12	3
JAMBON CENTRO GRAN RESERVA    	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7519	20.28000049591	0	3
META ALL MY CIRCUITS 75CL VP  	BIERES                        	BIERE 75VP                    	7521	5.34600025177	3	2
META KOKY 75CL VP             	BIERES                        	BIERE 75VP                    	7527	7.26	0	2
CAIRANNE LE VENTABREN RGE 75CL	VINS CAVE UNIQUEMENT          	COTES DU RHONE                	7540	9.85	2	2
DE RANKE GRAPEVINE 75VC       	BIERES                        	BIERE 75VC                    	7544	8.934609866142	33	2
PANNEPOT VINTAGE 2022  33VP   	BIERES                        	BIERE 20/25/33/35CL VP        	7545	2.567268047333	36	2
LA SENNE BRUXELLENSIS 33VC    	BIERES                        	BIERE 33CL VC                 	7548	2.038949947357	116	2
VERRE BONS VOEUX DUPONT 33CL  	ARTICLES DIVERS               	VERRERIE                      	7549	2	0	2
CHOPE GILDENBIER              	ARTICLES DIVERS               	VERRERIE                      	7550	2.040000057221	48	2
TAPIS DE BAR PRIMUS           	ARTICLES DIVERS               	ART. PUB.                     	7551	7.875000238419	4	2
SIROP FRAMBOISE GIFFARD 100CL 	SIROP                         	SIROP                         	7554	6.072705101967	17	3
SIROP MANGUE GIFFARD 100CL    	SIROP                         	SIROP                         	7555	5.95	7	3
SIROP KIWI GIFFARD 100CL      	SIROP                         	SIROP                         	7556	5.7	0	3
SIROP VANILLE GIFFARD 100CL   	SIROP                         	SIROP                         	7558	6.6	9	3
SIROP GINGEMBRE GIFFARD 100CL 	SIROP                         	SIROP                         	7559	5.85	7	3
SIROP SAVEUR RHUM GIFFARD 100C	SIROP                         	SIROP                         	7560	5.9	4	3
EFFET PAP DOUBLE BELGE 75VP   	BIERES                        	BIERE 75VP                    	7562	3.80173201561	69	2
EFFET PAP DOUBLE BELGE 33VP   	BIERES                        	BIERE 20/25/33/35CL VP        	7564	1.961819976568	103	2
WH ROZELIEURES SUBTIL 70CL    	ALCOOL                        	WHISKY                        	7566	29.9	12	2
WH ROZELIEURES EXCEPTION 70CL 	ALCOOL                        	WHISKY                        	7567	42.2	1	2
WHISKY COPPER DOG 70CL        	ALCOOL                        	WHISKY ECOSSAIS               	7569	21	6	2
WH TOMATIN 12A MONBAZILLAC 70C	ALCOOL                        	WHISKY ECOSSAIS               	7570	69.05	0	2
GIN CACAO ETHICAL SPIRITS 50CL	ALCOOL                        	GIN                           	7574	27	2	2
TETE DE BELIER RGE 2020 300CL 	VINS                          	AOC LANGUEDOC                 	7579	156	0	2
WHISKY BORDERS MALT & RYE 70CL	ALCOOL                        	WHISKY ECOSSAIS               	7583	31.4	1	2
CHATEAU DE LAVAGNAC 2018  75CL	VINS                          	BORDEAUX                      	7584	5.344919872284	132	2
LE PETIT MENUTS ROUGE 75CL    	VINS                          	SAINT EMILION                 	7585	7.869554901123	56	2
CHATEAU FORT LIGNAC ROUGE 75CL	VINS                          	HAUT MEDOC                    	7586	6.114555287361	74	2
CHATEAU DE CALLAC ROUGE 75CL  	VINS                          	GRAVES ROUGES                 	7587	6.924555158615	83	2
LA DEVISE DE LILIAN ROUGE 75CL	VINS                          	SAINT ESTEPHE                 	7588	13.3333	223	2
MAGNUM CHANT DES ROCHES 150CL 	VINS CAVE UNIQUEMENT          	PIC ST LOUP                   	7591	36.36900072098	3	2
SAKE KAMOIZUMI ZOKA 72CL      	ALCOOL                        	ALCOOL DE RIZ                 	7592	18.5	2	2
LIQUEUR YUZUSHU SEKITOBA 72CL 	ALCOOL                        	LIQUEURS CREMES               	7593	20.55	2	2
RHUM EL PROHIBIDO 15A 70CL    	ALCOOL                        	RHUMS TIERS                   	7595	29.95	2	2
COFF WH ELIJAH CRAIG +2V 70CL 	ALCOOL                        	WHISKY IRLANDAIS              	7599	35.9	4	2
COF WH THE BUSKER + 2V 70CL   	ALCOOL                        	WHISKY IRLANDAIS              	7605	32	4	2
WH VILANOVA TERROCITA 70CL    	ALCOOL                        	WHISKY                        	7608	42.8	0	2
WH VILANOVA ARGILE 70CL       	ALCOOL                        	WHISKY                        	7609	42.8	4	2
WH VILANOVA GILBERT SIGNAT 70C	ALCOOL                        	WHISKY                        	7610	48.4	3	2
RH DON PAPA BAROKO   20CL     	ALCOOL                        	RHUMS TIERS                   	7613	12.9	9	2
JAGERMEISTER MANIFEST 38° 50CL	ALCOOL                        	LIQUEURS CREMES               	7622	18	0	2
SAMBUCA MOLINARI EXTRA 70CL   	ALCOOL                        	LIQUEURS CREMES               	7623	16.3	11	2
LIQUEUR CHERRY HEERING 70CL   	ALCOOL                        	LIQUEURS CREMES               	7624	19	1	2
GIN FERDINAND S SAAR 50CL     	ALCOOL                        	GIN                           	7625	27.6	4	2
COFF GIN FERDINAND S 50CL+ 2V 	ALCOOL                        	GIN                           	7626	27.6	2	2
GIN SUL 50CL                  	ALCOOL                        	GIN                           	7627	27.6	4	2
COF GIN BLOSSOM GD RES 70CL+2V	ALCOOL                        	GIN                           	7628	28.9	2	2
WH BUNNAHABHAIN 12A 70CL      	ALCOOL                        	WHISKY ECOSSAIS               	7629	52.5	2	2
WHISKY MIYAGIKYO 70CL         	ALCOOL                        	WHISKY ECOSSAIS               	7630	45	0	2
VERMOUTH DEL PROFESSORE 75CL  	ALCOOL                        	VERMOUTHS                     	7631	26	2	2
WHISKY MACARTHUR S 70CL       	ALCOOL                        	WHISKY                        	7632	12.2	0	2
COF WH THE EPICUREAN + 2V 70CL	ALCOOL                        	WHISKY                        	7634	29.8	1	2
WHISKY LEFORT 70CL            	ALCOOL                        	WHISKY                        	7636	19.2	2	2
WH LAGOMORPHE TERRES ST V 70CL	ALCOOL                        	WHISKY                        	7638	39.9	0	2
DEBAUCHE IPA 30L INOX         	BIERES                        	BIERE FUT 30L                 	7639	3.82	720	2
PATE DEBAUCHE NEVERMORE 180G  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7640	3.977999854088	132	3
BOUCHONS VINOLOK CRISTAL      	ARTICLES DIVERS               	CARAFES + ART VINS SPIRITUEUX 	7648	2.22600004673	0	2
SUPERBE PARADISCO 30L KK      	BIERES                        	BIERE FUT 30L                 	7650	4.65	30	2
COF A WHISKY 70CL+2V GLENCAIRN	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	7653	11.7	0	2
SUPERBE PARADISCO 44CL BTE    	BIERES                        	BIERE 33/44/50 CL CANETTE     	7666	2.919744102955	94	2
KROMBACHER WEIZEN 30L FUT INOX	BIERES                        	BIERE FUT 30L                 	7675	2.4	720	2
JAGERMEISTER 35 CL            	ALCOOL                        	LIQUEURS CREMES               	7677	8.6	0	2
CLOS DES COCUS 2017 75CL      	VINS CAVE UNIQUEMENT          	ANJOU                         	7678	21.31999950409	22	2
FUZETEA PECHE 125CL PET       	SOFTS                         	BOISSONS SUCREES PET          	7679	2.068320035934	78	3
POWERADE ICE STORM 50CLPET    	SOFTS                         	BOISSONS SUCREES PET          	7681	1.299344977737	0	3
CAMBIER NEW FRENCH IPA 44BTE  	BIERES                        	BIERE 33/44/50 CL CANETTE     	7688	3.213545897007	0	2
RAUCH JUS CITRON JAUNE 100 PET	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	7690	2.95	93	3
GROLSCH WEIZENBIER 19,5L      	BIERES                        	BIERE FUT 16L/19,5L           	7692	65.3	48	2
MT SALEVE MADEMOISELLE 33CL   	BIERES                        	BIERE 20/25/33/35CL VP        	7711	2.363387055397	43	2
LE ROSE BIO LONGUEROCHE 75CL  	VINS                          	CORBIERES BLLE                	7728	6.682499742508	-6	2
VERRE PAULANER 50CL           	ARTICLES DIVERS               	VERRERIE                      	7739	2	6	2
VERRE WEIHENSTEPHAN VITUS     	ARTICLES DIVERS               	VERRERIE                      	7740	2	6	2
TROPICO ORIGINAL 33BTE        	SOFTS                         	BOISSONS SUCREES BTE          	7750	0.78	0	3
KROMBACHER DUNKEL AMBRÉE 30L  	BIERES                        	BIERE FUT 30L                 	7751	2.4	510	2
CRUCHE CHOPE EXCLUSIVE 50CL   	ARTICLES DIVERS               	ART. PUB.                     	7759	2.339999938011	0	2
