Désignation article;Désignation famille;Désignation sous famille;Article;Prix VENTE;Stock en UV;Code TVA
CYCLIC FLORA 75VP             	BIERES                        	BIERE 75VP                    	6031	7.084999752045	0	2
CYCLIC XINO XANO  75VP        	BIERES                        	BIERE 75VP                    	6035	5.54399974823	4	2
LOT FOUET EXTRA ANDALOU 3X180G	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	6042	8.7	0	3
PULCO CITRONNADE 33CL BTE     	EAUX                          	EAUX BOITE AROMATISEES        	6050	0.75	0	3
DOUGALLS TRES MARES 33VP      	BIERES                        	BIERE 20/25/33/35CL VP        	6058	1.610400037766	0	2
BIB 10L ORGASMIK CABERN ANJOU 	VINS PERMANENTS               	ANJOU                         	6072	39.26000099182	7	2
ORGASMIK ROSÉ ANJOU 75CL      	VINS PERMANENTS               	ANJOU                         	6073	5.7375	146	2
LA CROIX LIZEE BLANC SEC 75CL 	VINS PERMANENTS               	ANJOU                         	6074	5.805000257492	-1	2
BRIN DE FOU BLC DEMI SEC 75CL 	VINS PERMANENTS               	ANJOU                         	6075	5.805000257492	0	2
ANJOU LES CABERNETS ROUGE 75CL	VINS PERMANENTS               	ANJOU                         	6076	6.007499742508	48	2
LES ONILLONNES BLANC LIQ 75CL 	VINS PERMANENTS               	ANJOU                         	6077	6.370000123978	18	2
GRANDE SELECTION LAYON 75CL   	VINS PERMANENTS               	ANJOU                         	6078	8.840000247955	39	2
BUTTE CHEVRIOTTES  2015 75CL  	VINS PERMANENTS               	ANJOU                         	6079	15.08000049591	18	2
WEIHENSTEPHANER VITUS 50VC    	BIERES                        	BIERE 50CL VC                 	6080	2.011800050736	96	2
BIB 5L GAYREL SAUVIGNON       	VINS PERMANENTS               	COTES DU TARN                 	6082	14.725	1	2
CYCLIC DESPELTA NANO 75VP     	BIERES                        	BIERE 75VP                    	6108	4.818000125885	6	2
CYCLIC AMBREE 75VP            	BIERES                        	BIERE 75VP                    	6109	5.54399974823	23	2
CYCLIC SAISON 75VP            	BIERES                        	BIERE 75VP                    	6110	5.015999937058	14	2
PIGGY EROICA 33CL BOITE       	BIERES                        	BIERE 33/44/50 CL BTE         	6114	2.060235053301	122	2
PIGGY PICK ME UP 33CL BOITE   	BIERES                        	BIERE 20/25/33/35CL VP        	6120	1.838192981482	96	2
RHUM SANTIAGO DE CUBA 25A 70CL	ALCOOL                        	RHUMS TIERS                   	6136	227.8320007324	2	2
KROMBACHER PILS 30L           	BIERES                        	BIERE FUT 30L                 	6145	2.05	2760	2
FUZETEA PECHE THE PECHE 25VC  	SOFTS                         	BOISSONS SUCREES VC           	6146	0.95	1617	3
LUPULUS FRUCTUS 33VC          	BIERES                        	BIERE 33CL VC                 	6147	1.727739977837	116	2
LA DEBAUCHE COGNAC BARREL 75VP	BIERES                        	BIERE 75VP                    	6149	4.913999962807	12	2
LA DEBAUCHE COOL JAZZ 33BTE   	BIERES                        	BIERE 33/44/50 CL BTE         	6150	2.12800003171	35	2
SUPER 8 IPA 15L               	BIERES                        	BIERE FUT 10L/15L             	6153	4.131858129501	285	2
CAMPLAZENS ROUGE CANON 75CL   	VINS PERMANENTS               	IGP COTEAUX NARBONNE          	6170	5.4	37	2
BIB 5L LE BON BIB21 CAMPLAZENS	VINS PERMANENTS               	IGP COTEAUX NARBONNE          	6171	17.3	5	2
CORONA EXTRA 6L               	BIERES                        	BIERES FUT 5L/6L/12.5L        	6176	25.77	4	2
LIQUEUR ITALICUS 70CL         	ALCOOL                        	LIQUEURS CREMES               	6177	31	10	2
BIB 10L FLEUR MAUBET BLANC SEC	VINS                          	COTES DE GASCOGNE             	6179	25	0	2
CHIPS 120/125G DIVERS S/PLACE 	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	6239	2.651999902725	-26	4
SANGRIA 25CL A 6.90€          	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	6241	5.74995	0	2
SUPPLEMENT SIROP A 0.30€      	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	6242	0.1852183248282	-9	4
FUZETEA PECHE 33BTE           	SOFTS                         	BOISSONS SUCREES BTE          	6253	0.7483050137758	146	3
VITRINE REFRIGEREE 3 PORTES   	MATERIELS                     	MATERIELS                     	6257	1600	1	2
LAUGAR FUNERALOPOLIS 20L K    	BIERES                        	BIERE FUT 20L                 	6267	7.832075166702	80	2
CYCLIC WITTY FOOL 22  75VP    	BIERES                        	BIERE 75VP                    	6279	5.265000247955	1	2
CYCLIC BEETS 24 75VP          	BIERES                        	BIERE 75VP                    	6283	5.985	1	2
BIB 3 L UBY CUB BLANC MOELLEUX	VINS                          	COTES DE GASCOGNE             	6285	16.9	7	2
LIQUEUR AFTER MENTHE 100CL    	ALCOOL                        	LIQUEURS CREMES               	6286	12.16	4	2
LIQUEUR AFTER CITRON 100CL    	ALCOOL                        	LIQUEURS CREMES               	6287	12.16	12	2
8.6 IPL  30L                  	BIERES                        	BIERE FUT 30L                 	6289	3.45	570	2
COFFRET DEGUSTATION 5X20CL    	ALCOOL                        	LIQUEURS CREMES               	6290	26.50761537552	3	2
EDV VIEILLE PRUNE GAYRAL 70CL 	ALCOOL                        	EAU DE VIE                    	6291	20.8725	9	2
EDV VIEILLE POIRE GAYRAL 70CL 	ALCOOL                        	EAU DE VIE                    	6292	23.5	11	2
EDV MIRABELLE GAYRAL 70CL     	ALCOOL                        	EAU DE VIE                    	6293	29.2	9	2
EDV FRAMBOISE GAYRAL 70CL     	ALCOOL                        	EAU DE VIE                    	6294	29.2	4	2
HYPOCRAS BLANC 75CL           	ALCOOL                        	VINS DE LIQUEUR               	6295	9.19	10	2
BIB 10L GAYREL SAUVIGNON      	VINS                          	COTES DU TARN                 	6296	23.8	12	2
SPRITZ APEROL A 7.90€         	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	6299	5.65	-7	2
PIGGY LA SHORBA 33BTE         	BIERES                        	BIERE 33/44/50 CL BTE         	6306	2.164575076103	36	2
HOPPY ROAD SOIF ! 30L K       	BIERES                        	BIERE FUT 30L                 	6308	4.123937920332	30	2
GARAGE P9 33BTE               	BIERES                        	BIERE 33/44/50 CL BTE         	6317	2.337119972706	172	2
BOON OUDE GUEUZE LAB N°7  75VP	BIERES                        	BIERE 75VP                    	6324	5.104579973221	30	2
CAMBIER MONGY SAISON BIO 33VP 	BIERES                        	BIERE 20/25/33/35CL VP        	6345	1.850961039066	0	2
CAMBIER MONGY SAISON BIO 75VP 	BIERES                        	BIERE 75VP                    	6346	3.42448401928	0	2
VERRE BASQUELAND              	ARTICLES DIVERS               	VERRERIE                      	6361	2.0125	18	2
FEMME FATALE BLDE AMBREE 20L  	BIERES                        	BIERE FUT 20L                 	6362	4.6	60	2
BOON KRIEK 37.5VC  X12        	BIERES                        	BIERE 37.5CL                  	6363	2.233116087914	83	2
BIB 5L MUSCAT RIVESALTES      	VINS                          	MUSCAT                        	6365	34.95	0	2
LE BETHMALE ENCHANTE          	COMPTOIR TERRASSE             	PLANCHES                      	6366	5.89	0	4
BASQUELAND ATLANTIC ALE 44BTE 	BIERES                        	BIERE 33/44/50 CL BTE         	6382	3.314999938011	14	2
CRAK PERF RIWAKA NECTARON 33CL	BIERES                        	BIERE 33/44/50 CL BTE         	6395	3.118499922752	1	2
BETHMALE 50 LC VACHE MEULE    	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	6397	56.4	4	3
TARTARE TOMATE 1,5KG          	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	6398	12.075	6	3
MT SALEVE SANS ALCOOL 33VP    	BIERES                        	BIERE 20/25/33/35CL VP        	6412	1.817910075188	9	3
MT SALEVE APO & HIPPO 75VP    	BIERES                        	BIERE 75VP                    	6414	8.032309961319	11	2
MONT SALEVE BLANCHE 75VP      	BIERES                        	BIERE 75VP                    	6415	4.202685070038	64	2
MT SALEVE CERISE 75VP         	BIERES                        	BIERE 75VP                    	6417	6.927310085297	13	2
MT SALEVE FRUITS ROUGE 75VP   	BIERES                        	BIERE 75VP                    	6419	6.927310085297	11	2
MAGNUM CONVIVIALITE 150CL     	VINS PERMANENTS               	IGP COTEAUX NARBONNE          	6447	9.6	6	2
PIGGY GOLD COAST 33BTE        	BIERES                        	BIERE 33/44/50 CL BTE         	6461	2.272994953394	42	2
GOB 20CL BLANC CARTON X100    	ARTICLES DIVERS               	JETABLES                      	6467	4	-30	2
GOB 33CL CARTON X100          	ARTICLES DIVERS               	JETABLES                      	6468	6	6	2
LA DEBAUCHE CUTE & SOBER 33BTE	BIERES                        	BIERE 33/44/50 CL BTE         	6470	2.112000031471	1	3
LA DEBAUCHE SCARLET 33BTE     	BIERES                        	BIERE 33/44/50 CL BTE         	6472	2.455200018883	58	2
IPA RATZ 30L                  	BIERES                        	BIERE FUT 30L                 	6473	3.5	420	2
LA SAXO GOURMANDE             	COMPTOIR TERRASSE             	PLANCHES                      	6478	8.15554022789	0	4
SCHNEIDER WEIS HELL TAP 1 50VC	BIERES                        	BIERE 50CL VC                 	6479	1.609999966621	142	2
PETITE BRETT 2024  20LK       	BIERES                        	BIERE FUT 20L                 	6490	5.347215092182	20	2
CRAK SCHWARZ AFTER SAUNA 40BTE	BIERES                        	BIERE 33/44/50 CL BTE         	6492	2.181199980974	0	2
ARGALI ROSE 2023 75CL         	VINS                          	AOC LANGUEDOC                 	6515	11.44000024796	6	2
SLASH MANGO 30L               	BIERES                        	BIERE FUT 30L                 	6516	4.05	210	2
MT SALEVE  PALE ALE 24L K     	BIERES                        	BIERE FUT 24/25L              	6518	4.5	192	2
MT SALEVE MONDEUSE 75VP       	BIERES                        	BIERE 75VP                    	6523	7.964840078354	2	2
MT SALEVE BLONDE 75VP         	BIERES                        	BIERE 75VP                    	6524	4.169879937172	60	2
IRON BIERE D HIVER 33BTE      	BIERES                        	BIERE 33/44/50 CL BTE         	6527	2.263429939747	6	2
GEKKO 7 POETES 44BTE          	BIERES                        	BIERE 33/44/50 CL BTE         	6529	3.280046150684	18	2
GEKKO SLINGSHOT 44BTE         	BIERES                        	BIERE 33/44/50 CL BTE         	6534	3.537467908859	40	2
FUET AU POIVRE 100G A EMPORTER	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	6555	1.609999966621	23	3
FUET NATURE 100G A EMPORTER   	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	6556	1.413999986649	71	3
CHORIZO VELA 150G A EMPORTER  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	6557	2.043999886513	35	3
CARAIBOS COCKT PINA COLA 100VP	SOFTS                         	BOISSONS SUCREES VP           	6560	4.617340016365	0	3
SUCRE CANNE ST JAMES BLANC 70C	ALIMENTAIRES                  	SUCRE CANNE LIQUIDE           	6561	3.9	19	3
HOPPY ROAD HAZY RIDER 30L K   	BIERES                        	BIERE FUT 30L                 	6562	4.6	210	2
PERONI NASTRO AZZURO 30L      	BIERES                        	BIERE FUT 30L                 	6569	3.11	3750	2
OMMEGANG 20L                  	BIERES                        	BIERE FUT 20L                 	6570	3.886785113812	-40	2
CORB MELVIN CARTON DECORE     	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	6572	2.447999954224	-2	2
CORB PETRA CARTON NOIR OR     	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	6573	2.1	36	2
CALEYA GOMA 2 44BTE           	BIERES                        	BIERE 33/44/50 CL BTE         	6581	2.618503931761	0	2
LE SOLO DU SAUCISSON S/PLACE  	COMPTOIR TERRASSE             	PLANCHES                      	6587	3.63641492461	-12	4
COFF ST FEUILLIEN NOEL 3X33VC 	BIERES                        	BIERE COFFRET                 	6593	15.15253629684	9	2
CHORIZO VELA 150G S/PLACE     	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	6604	3.5	-1	4
SALCHICHON EXTRA PAYSAN 500G  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	6605	7.798000240326	15	3
CH HERITAGE 1ER CRU 150CL BOIS	VINS                          	CHAMPAGNE MAGNUM              	6633	64.5	0	2
CARTON KRAFT 3 BLLES TRICHET  	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	6634	1.95	0	2
INNIS & GUNN CARIBBEAN RUM 30L	BIERES                        	BIERE FUT 30L                 	6635	4.45	390	2
RACLETTE PRESTIGE LC AU KILO  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	6637	14.95	0	3
WHISKY PORT CHARLOTTE 70CL    	ALCOOL                        	WHISKY ECOSSAIS               	6640	58.6	3	2
CRAK PIZZA PILS MARGHERITA 40B	BIERES                        	BIERE 33/44/50 CL BTE         	6644	2.247700076103	14	2
CRAK MANSUETO 2024 37.5VP     	BIERES                        	BIERE 37.5CL                  	6648	7.737500071526	23	2
MOBILIER INOX IMMO            	MATERIELS                     	MATERIEL VENTE                	6660	270	1	2
CHATEAU DE LAVAGNAC 2016  75CL	VINS                          	BORDEAUX                      	6664	4.17144010067	141	2
SPRITZ ITALICUS 20CL A 8.50€  	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	6665	6.4	0	2
SPUNKY PASSION BERGAMOTE 25BTE	EAUX                          	EAUX BOITE AROMATISEES        	6666	1.560000061989	101	3
SPUNKY CITRON GINGEMBRE 25BTE 	EAUX                          	EAUX BOITE AROMATISEES        	6667	1.560000061989	79	3
LA TRIBU 2019  75CL           	VINS PERMANENTS               	ANJOU                         	6668	15.46999950409	22	2
MARQUIS DE GILBOURG 75CL      	VINS PERMANENTS               	CREMANT                       	6670	8.7	32	2
LA MUSE ROUGE 75CL            	VINS PERMANENTS               	PIC ST LOUP                   	6671	6.7	15	2
MAZET DU LOUP ROUGE   75CL    	VINS PERMANENTS               	PIC ST LOUP                   	6672	7.14999973774	83	2
CHATEAU MIQUEU ROUGE 75CL     	VINS                          	HAUT MEDOC                    	6674	5.50159983635	82	2
CH BELLEFONT BELCIER 2012 75CL	VINS                          	ST EMILION GD CRU             	6675	11.35160045624	27	2
CH AMOUR 2015 ROUGE 75CL      	VINS                          	MEDOC                         	6676	8.829599761963	44	2
CHAT MONTROC 2014 ROUGE 75CL  	VINS                          	LUSSAC ST EMILION             	6677	7.643219709396	11	2
ST STEFANUS ABBAYE ROUGE 20L  	BIERES                        	BIERE FUT 20L                 	6688	4.408409957886	1100	2
FRIGO R600A ARMOIRE POSITIVE  	MATERIELS                     	MATERIELS                     	6690	1249.61	1	6
RHUM DOS MADERAS LUXUS COF 70C	ALCOOL                        	RHUMS TIERS                   	6691	93	0	2
COGNAC H BY HINE 70CL         	ALCOOL                        	COGNAC                        	6696	34.5	3	2
COFF H BY HINE BALL 70CL + 2V 	ALCOOL                        	COGNAC                        	6699	33	3	2
COF COGNAC HINE RARE +2V 70CL 	ALCOOL                        	COGNAC                        	6700	42.9	2	2
RHUM LA FAVORITE 9A 2012 70CL 	ALCOOL                        	RHUMS DOMS                    	6701	95	1	2
RHUM GELAS BARBADE BLANC 70CL 	ALCOOL                        	RHUMS TIERS                   	6702	28	2	2
RHUM DOS MADERAS SELECCION 70C	ALCOOL                        	RHUMS TIERS                   	6704	38.5	3	2
FAVORITE COEUR CANNE BLANC 70C	ALCOOL                        	RHUMS DOMS                    	6706	22.7	7	2
RH BOTRAN RARE CASK FRENCH 70 	ALCOOL                        	RHUMS TIERS                   	6713	57.8	1	2
RH BOTRAN RESERVA BLANCA 70CL 	ALCOOL                        	RHUMS TIERS                   	6716	19.57	6	2
RH FAVORITE CUV EXPLO 3   70CL	ALCOOL                        	RHUMS DOMS                    	6718	31	-1	2
CHAT LASCOMBES ROUGE 2016 75CL	VINS                          	MARGAUX                       	6722	74.41174983978	4	2
CH MALARTICLAGRAVIERE 2016 75C	VINS                          	PESSAC LEOGNAN                	6723	53.72821884155	2	2
CHAT RIPEAU 2017 ROUGE 75CL   	VINS                          	ST EMILION GD CRU CLASSE      	6727	30.7830904007	6	2
RHUM LA FAVORITE 2013 70CL    	ALCOOL                        	RHUMS DOMS                    	6728	95.4179	2	2
LUPULUS TRIPLE BLONDE 33VC    	BIERES                        	BIERE 33CL VC                 	6740	1.545739984512	160	2
LUPULUS ORGANICUS BIO 33VC    	BIERES                        	BIERE 33CL VC                 	6741	1.712339925766	257	2
GRANDE TRADITION RGE 2021 75CL	VINS                          	COTES DU RHONE                	6743	3.848000049591	0	2
EAU ABATILLES PETILL 75VP     	EAUX                          	EAUX VC/VP                    	6745	1.340300023556	0	3
EAU ABATILLES PLATE 75VP      	EAUX                          	EAUX VC/VP                    	6746	1.459900033474	0	3
DAME DE COEUR TRIPLE 20L      	BIERES                        	BIERE FUT 20L                 	6747	3.4	420	2
KROMBACHER PILS PETIT FUT 20L 	BIERES                        	BIERE FUT 20L                 	6773	2.2	180	2
CYCLIC MOSCOW MULE 23  20L K  	BIERES                        	BIERE FUT 20L                 	6775	6.490000104904	0	2
CYCLIC POMELO DEL HUERTO 75VP 	BIERES                        	BIERE 75VP                    	6777	6.250999746323	2	2
CYCLIC MOSCOW MULE 23  75VP   	BIERES                        	BIERE 75VP                    	6780	7.049000253677	2	2
MT SALEVE SOUR RAISIN 75VP    	BIERES                        	BIERE 75VP                    	6804	6.620327911377	3	2
BIB 5L ISATIS ROUGE           	VINS                          	COTES DU TARN                 	6810	14.625	3	2
CARAVANE BAVARIA 8.6          	MATERIELS                     	MATERIELS                     	6811	7500	0	2
CREMANT AU VERRE 12,5 CL      	VINS AU COMPTOIR              	VINS AU COMPTOIR              	6812	2.776200056076	0	2
LINDEMANS FARO 5°  20L        	BIERES                        	BIERE FUT 20L                 	6818	3.3	60	2
KROMBACHER 0,0% PILS 33VP     	BIERES                        	BIERE 20/25/33/35CL VP        	6826	0.6776999652386	683	3
KROMBACHER PILS 33VP          	BIERES                        	BIERE 20/25/33/35CL VP        	6829	0.6776999652386	1295	2
KROMBACHER WEIZEN 50VP        	BIERES                        	BIERE 50/60/66 CL VP          	6830	0.8572499871254	134	2
EAU ABATILLES PETILLANT 100PET	EAUX                          	EAUX VC/VP                    	6832	0.94	-24	3
LINDEMANS FARO 5° 25VC        	BIERES                        	BIERE 25CL VC                 	6833	0.9723000407219	285	2
LAUGAR ZALDU 37.5VP           	BIERES                        	BIERE 37.5CL                  	6839	5.228255910873	37	2
LAUGAR SANDAMENDI 37.5VP      	BIERES                        	BIERE 37.5CL                  	6840	4.363655948639	22	2
ARMAGNAC ST VIVANT 70CL       	ALCOOL                        	ARMAGNAC                      	6865	18.55	4	2
BRIQUE HAPPY DAY ANANAS 100CL 	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	6869	2.701437733984	894	3
BRIQUE HAPPY DAY ORANGE 100CL 	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	6870	3.128003816605	344	3
BRIQUE HAPPY DAY POMME 100CL  	JUS DE FRUIT                  	JUS DE FRUITS BRIQUES         	6871	1.416051009893	718	3
LIMONADE BOIS BORDE 25VC      	SOFTS                         	BOISSONS SUCREES VC           	6872	0.54	5	3
RAUCH NECTAR ABRICOT 20VP     	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6876	0.5935141338408	1865	3
RAUCH ACE 20VP                	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6878	0.7357097581565	231	3
RAUCH ANANAS 20VP             	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6879	0.8531057290435	770	3
RAUCH FRAISE 20VP             	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6880	0.7830576145649	929	3
RAUCH MANGUE 20VP             	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6881	0.6882892217338	421	3
RAUCH POIRE 20VP              	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6884	0.6493500083685	1032	3
RAUCH POMME 20VP              	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6885	0.7614000141621	2084	3
RAUCH TOMATE 20VP             	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6886	0.6634914085507	551	3
BIB 5L ISATIS ROSE            	VINS PERMANENTS               	COTES DU TARN                 	6887	14.625	14	2
MATERIELS DE MANUTENTION      	MATERIELS                     	MATERIELS                     	6890	495.3	6	6
CRAK GIANT GUERRILLA 33CL     	BIERES                        	BIERE 33/44/50 CL BTE         	6891	3.00149987936	0	2
BASQ LAIA FARMHOUSE ALE 75VP  	BIERES                        	BIERE 75VP                    	6903	6.327684288025	17	2
MT SALEVE TZARINE 20L K       	BIERES                        	BIERE FUT 20L                 	6933	5.051149940491	20	2
IPA RATZ 75VP                 	BIERES                        	BIERE 75VP                    	6938	3.310636153221	35	2
LA CRUJI EN FETE S/PLACE      	COMPTOIR TERRASSE             	PLANCHES                      	6958	7.727348026896	-2	4
PUR JUS ORANGE BIO 25VP X15   	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6959	1.646449995041	11	3
PUR JUS POMME BIO 25VP X15    	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6960	1.491750049591	75	3
PUR JUS ANANAS BIO 25VP X15   	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6961	1.425580072403	28	3
PUR JUS TOMATE BIO 25VP       	JUS DE FRUIT                  	JUS DE FRUITS VP/VC/PET       	6965	1.491750049591	30	3
TONIC BIO VITAMONT 75VP X6    	SOFTS                         	BOISSONS SUCREES VP           	6967	2.635	1	3
GINGER BIO VITAMONT 75VP      	SOFTS                         	BOISSONS SUCREES VP           	6968	2.635	1	3
CYCLIC JAMAICA 24 75VP        	BIERES                        	BIERE 75VP                    	6985	5.852000126839	7	2
VERRE GARAGE                  	ARTICLES DIVERS               	VERRERIE                      	6990	1.875	60	2
LA SUPERBE MAILAKA 44BTE      	BIERES                        	BIERE 33/44/50 CL BTE         	6996	3.798960027695	9	2
LA SUPERBE BLONDE 33VP        	BIERES                        	BIERE 20/25/33/35CL VP        	7000	1.781003004313	93	2
LA SUPERBE SUMMER ALE 33VP    	BIERES                        	BIERE 20/25/33/35CL VP        	7001	1.789259977341	-1	2
LA SUPERBE AMBER ALE 33VP     	BIERES                        	BIERE 20/25/33/35CL VP        	7002	1.818168053627	3	2
LA SUPERBE GOSE CASSIS 33VP   	BIERES                        	BIERE 20/25/33/35CL VP        	7004	2.154600006342	19	2
VERRE ROTHAUS 50CL            	ARTICLES DIVERS               	VERRERIE                      	7005	2	7	2
VERRE CONIL 28CL              	ARTICLES DIVERS               	VERRERIE                      	7006	1.25	-84	2
VERRE CONIL 56CL              	ARTICLES DIVERS               	VERRERIE                      	7007	1.431249976158	-24	2
VERRE JEAN PRIMUS 25CL        	ARTICLES DIVERS               	VERRERIE                      	7012	1.25	120	2
VERRE SUPER 8 25CL            	ARTICLES DIVERS               	VERRERIE                      	7013	1.25	360	2
VERRE SUPER 8 50CL            	ARTICLES DIVERS               	VERRERIE                      	7014	2	270	2
BOON KRIEK 20L                	BIERES                        	BIERE FUT 20L                 	7016	4.75	0	2
SIROP FRAISE GIFFARD 100CL    	SIROP                         	SIROP                         	7017	5.12	21	3
SIROP ANIS GIFFARD 100CL      	SIROP                         	SIROP                         	7018	4.73	5	3
SIROP PECHE GIFFARD 100CL     	SIROP                         	SIROP                         	7019	5.302639904022	46	3
SIROP CARAMEL GIFFARD 100CL   	SIROP                         	SIROP                         	7020	5.5	3	3
SIROP CERISE GIFFARD 100CL    	SIROP                         	SIROP                         	7021	5.85	16	3
SIROP CASSIS GIFFARD 100CL    	SIROP                         	SIROP                         	7022	5.935949778557	9	3
SIROP CITRON GIFFARD 100CL    	SIROP                         	SIROP                         	7023	4.696080093384	57	3
SIROP GRENADINE GIFFARD 100CL 	SIROP                         	SIROP                         	7024	4.217360095978	38	3
SIROP MENTHE GIFFARD 100CL    	SIROP                         	SIROP                         	7025	4.05	27	3
SIROP BUBBLE GUM GIFFARD 100CL	SIROP                         	SIROP                         	7026	5.5	12	3
CREME CASSIS GIFFARD 70CL     	ALCOOL                        	LIQUEURS CREMES               	7027	8.973449778557	7	2
LIQUEUR ANANAS CARAIBES 70CL  	ALCOOL                        	LIQUEURS CREMES               	7028	15.1	5	2
TERRE FAUVE SOUR BADIANE 33VP 	BIERES                        	BIERE 20/25/33/35CL VP        	7029	2.32663192749	48	2
TERRE FAUVE HIBISCUS ALE 33VP 	BIERES                        	BIERE 20/25/33/35CL VP        	7030	2.352108063698	61	2
TERRE FAUVE HIBISCUS ALE 75VP 	BIERES                        	BIERE 75VP                    	7031	5.422559738159	25	2
T FAUVE LA MOUSSE TACHE 33VP  	BIERES                        	BIERE 20/25/33/35CL VP        	7032	2.529252033234	12	2
T FAUVE LA MOUSSE TACHE 75VP  	BIERES                        	BIERE 75VP                    	7033	5.820407981873	28	2
T FAUVE LYNX ROSE 75VP        	BIERES                        	BIERE 75VP                    	7035	5.860404167175	27	2
TERRE FAUVE HARRY PORTER 75VP 	BIERES                        	BIERE 75VP                    	7037	6.323723945618	24	2
APEROL SPRITZ 100CL           	ALCOOL                        	LIQUEURS CREMES               	7038	14.125	61	2
JAFFELIN HTES COTES BEAUNE 75C	VINS                          	BOURGOGNE ROUGE               	7039	17.59758014679	-3	2
JAFFELIN POMMARD RGE 2019 75CL	VINS                          	SAINT ESTEPHE                 	7041	33.84758014679	14	2
JAFFELIN SAVIGNY BEAUNES 75CL 	VINS                          	BOURGOGNE ROUGE               	7042	20.19758014679	11	2
JAFFELIN NUITS ST GEORGES 75CL	VINS                          	BOURGOGNE ROUGE               	7043	31.89758014679	10	2
JAFFELIN GEVREY CHAMBERTIN 75C	VINS                          	BOURGOGNE ROUGE               	7044	37.74758014679	18	2
CHAT HAUT MADRAC ROUGE 75CL   	VINS                          	HAUT MEDOC                    	7045	11.29491004944	51	2
JAFFELIN POUILLY FUISSE 75CL  	VINS                          	BOURGOGNE BLANC               	7046	18.89758014679	-2	2
CHAT BATAILLEY GD CRU 75CL    	VINS                          	PAUILLAC                      	7047	44.80657806397	22	2
COCA COLA CHERRY 33VC         	SOFTS                         	BOISSONS SUCREES VC           	7048	0.9	0	3
PATE BIERE TRAPPISTE 180G     	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7049	4.407422262263	0	3
PATE ST BERNARDUS 180G        	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7050	4.407422262263	0	3
RILLETTES DE PORC 180G        	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	7051	4.4074	2	3
BASQUELAND PINK FLAMINGO 30L K	BIERES                        	BIERE FUT 30L                 	7060	4.723500127792	0	2
LINDEMANS PECHERESSE 25VC     	BIERES                        	BIERE 25CL VC                 	7061	1.511439967156	338	2
CARAIBOS COCKTAIL MOJITO 100VP	SOFTS                         	BOISSONS SUCREES VP           	7075	3.998279881477	24	3
CARAIBOS NECTAR PLANTEUR 100VP	SOFTS                         	BOISSONS SUCREES VP           	7076	4.355780005455	12	3
CARAIBOS NECT CITRON V 100VP  	SOFTS                         	BOISSONS SUCREES VP           	7077	3.546919989586	0	3
CRAK PROSECCO BRUT NATURE 75VP	VINS PERMANENTS               	VIN MOUSSEUX DE QUALITE       	7082	8.9	0	2
CRAK PROSECCO BRUT 75VP       	VINS PERMANENTS               	VIN MOUSSEUX DE QUALITE       	7083	8.25	7	2
CRAK TAKE ME HOME 37.5VP      	BIERES                        	BIERE 37.5CL                  	7084	3.801600151062	3	2
VALS EAU PETILLANTE 33VP      	EAUX                          	EAUX VC/VP                    	7085	0.75	7696	3
VALS EAU PETILLANTE 75VP      	EAUX                          	EAUX VC/VP                    	7086	0.84	2856	3
CRISTALINE JUS PECHE 50CL PET 	EAUX                          	EAUX VC/VP                    	7088	0.642464992404	0	3
